DEALDATE,DEALDATETIME,FULLADRESS,DISPLAYADRESS,GUSH,DEALNATUREDESCRIPTION,ASSETROOMNUM,FLOORNO,DEALNATURE,DEALAMOUNT,NEWPROJECTTEXT,PROJECTNAME,BUILDINGYEAR,YEARBUILT,BUILDINGFLOORS,KEYVALUE,TYPE,POLYGON_ID,TREND_IS_NEGATIVE,TREND_FORMAT,city_name,street,presentage per year,GUSH - Copy,Gush_Helka,Price per sqm,lat,lon,Year
1998-12-31,1998-12-31,"עמק איילון 6, מודיעין-מכבים-רעות",עמק איילון 6,5654-40-62,,3.0,שלישית,63.0,536000,,,1997.0,,4.0,8317524180,1,565440,False,,מודיעין-מכבים-רעות,עמק איילון,,5654-40-62,5654/40,8507.936507936507,31.9066916279,35.0170734476,1998
1998-12-31,1998-12-31,"חטיבת גולני 20, מודיעין-מכבים-רעות",חטיבת גולני 20,5568-17-0,,4.0,שניה,100.0,590000,,,1998.0,,2.0,8318313528,1,556817,False,,מודיעין-מכבים-רעות,חטיבת גולני,,5568-17-0,5568/17,5900.0,31.9111876871,35.0005157777,1998
1998-12-30,1998-12-30,"אליהו הנביא 21, מודיעין-מכבים-רעות",אליהו הנביא 21,5570-4-25,,4.0,קרקע,101.3,668000,,,1998.0,,2.0,8317186752,1,55704,False,,מודיעין-מכבים-רעות,אליהו הנביא,,5570-4-25,5570/4,6594.274432379072,31.9126718667,35.007027808,1998
1998-12-27,1998-12-27,"יונה הנביא 2, מודיעין-מכבים-רעות",יונה הנביא 2,5570-10-2,,4.0,ראשונה,103.8,667000,,,1999.0,,6.0,8316826476,1,557010,False,,מודיעין-מכבים-רעות,יונה הנביא,,5570-10-2,5570/10,6425.818882466281,31.9106684461,35.012355268,1998
1998-12-16,1998-12-16,"גלבוע 2, מודיעין-מכבים-רעות",גלבוע 2,5295-118-1,,4.0,ראשונה,123.0,1481000,,,1991.0,,2.0,8251975452,1,5295118,False,,מודיעין-מכבים-רעות,גלבוע,,5295-118-1,5295/118,12040.650406504064,31.8898419115,35.0196108457,1998
1998-12-16,1998-12-16,"עמק האלה 19, מודיעין-מכבים-רעות",עמק האלה 19,5570-43-9,,4.0,ראשונה,103.5,633000,,,1997.0,,,8252378148,1,557043,False,,מודיעין-מכבים-רעות,עמק האלה,,5570-43-9,5570/43,6115.942028985507,31.9114165491,35.0101066289,1998
1998-12-15,1998-12-15,"נחל הירמוך 11, מודיעין-מכבים-רעות",נחל הירמוך 11,5688-10-12,,5.0,ראשונה ושניה,141.5,615000,,,1998.0,,2.0,8317759800,1,568810,False,,מודיעין-מכבים-רעות,נחל הירמוך,,5688-10-12,5688/10,4346.2897526501765,31.89676198,35.0142530734,1998
1998-12-14,1998-12-14,"טופז 2, מודיעין-מכבים-רעות",טופז 2,5298-164-2,,5.0,ראשונה,125.0,1373000,,,1995.0,,2.0,8251638024,1,5298164,False,,מודיעין-מכבים-רעות,טופז,,5298-164-2,5298/164,10984.0,31.8858712388,35.0147721751,1998
1998-12-14,1998-12-14,"עמק בית שאן 24, מודיעין-מכבים-רעות",עמק בית שאן 24,5569-49-48,,3.0,שניה,73.2,547000,,,1998.0,,2.0,8251526388,1,556949,False,,מודיעין-מכבים-רעות,עמק בית שאן,,5569-49-48,5569/49,7472.677595628415,31.9118525204,35.0032334491,1998
1998-12-11,1998-11-12,"עמק האלה 9, מודיעין-מכבים-רעות",עמק האלה 9,5570-8-61,,4.0,שלישית,100.0,738000,,,1998.0,,6.0,8250488904,1,55708,False,,מודיעין-מכבים-רעות,עמק האלה,,5570-8-61,5570/8,7380.0,31.9108327525,35.0108952552,1998
1998-12-11,1998-11-12,"עמק בית שאן 48, מודיעין-מכבים-רעות",עמק בית שאן 48,5567-64-18,,4.0,שניה,93.3,596000,,,1997.0,,2.0,8249936604,1,556764,False,,מודיעין-מכבים-רעות,עמק בית שאן,,5567-64-18,5567/64,6387.995712754556,31.913621049,35.0014931707,1998
1998-12-08,1998-08-12,"עמק האלה 51, מודיעין-מכבים-רעות",עמק האלה 51,5570-4-168,,4.0,ראשונה,129.0,645000,,,1999.0,,3.0,8245713504,1,55704,False,,מודיעין-מכבים-רעות,עמק האלה,,5570-4-168,5570/4,5000.0,31.9126718667,35.007027808,1998
1998-12-03,1998-03-12,"מיכה הנביא 6, מודיעין-מכבים-רעות",מיכה הנביא 6,5567-74-26,,4.0,ראשונה,95.75,608000,,,1998.0,,3.0,8237154996,1,556774,False,,מודיעין-מכבים-רעות,מיכה הנביא,,5567-74-26,5567/74,6349.869451697128,31.91344459,35.0026399014,1998
1998-11-30,1998-11-30,"נחל זוהר 33, מודיעין-מכבים-רעות",נחל זוהר 33,5684-10-1,,3.0,קרקע,62.8,496000,,,1996.0,,3.0,8250962244,1,568410,False,,מודיעין-מכבים-רעות,נחל זוהר,,5684-10-1,5684/10,7898.089171974522,31.8929451224,35.0060435011,1998
1998-11-30,1998-11-30,"עמק איילון 34, מודיעין-מכבים-רעות",עמק איילון 34,5656-60-9,,3.0,קרקע,63.1,550000,,,1997.0,,2.0,8251148640,1,565660,False,,מודיעין-מכבים-רעות,עמק איילון,,5656-60-9,5656/60,8716.323296354993,31.9045774687,35.0138972337,1998
1998-11-30,1998-11-30,"חטיבת הנגב 8, מודיעין-מכבים-רעות",חטיבת הנגב 8,5569-39-1,,4.0,ראשונה,110.7,667000,,,2000.0,,3.0,8251543692,1,556939,False,,מודיעין-מכבים-רעות,חטיבת הנגב,,5569-39-1,5569/39,6025.293586269196,31.9085640782,35.0038171819,1998
1998-11-26,1998-11-26,"ישעיהו הנביא 6, מודיעין-מכבים-רעות",ישעיהו הנביא 6,5567-74-2,,4.0,ראשונה,99.05,675000,,,1999.0,,3.0,8250854136,1,556774,False,,מודיעין-מכבים-רעות,ישעיהו הנביא,,5567-74-2,5567/74,6814.740030287734,31.91344459,35.0026399014,1998
1998-11-22,1998-11-22,"מיכה הנביא 6, מודיעין-מכבים-רעות",מיכה הנביא 6,5567-74-21,,3.0,שניה,69.55,526000,,,1998.0,,3.0,8250850692,1,556774,False,,מודיעין-מכבים-רעות,מיכה הנביא,,5567-74-21,5567/74,7562.904385334292,31.91344459,35.0026399014,1998
1998-11-19,1998-11-19,"נהר הירדן 7, מודיעין-מכבים-רעות",נהר הירדן 7,5683-109-6,,,רביעית,84.0,550000,,,1997.0,,3.0,8250335016,1,5683109,False,,מודיעין-מכבים-רעות,נהר הירדן,,5683-109-6,5683/109,6547.619047619048,31.8945588011,35.0118444777,1998
1998-11-18,1998-11-18,"נחל בזק 15, מודיעין-מכבים-רעות",נחל בזק 15,5688-148-0,,,ראשונה,991.0,820000,,,1997.0,,3.0,8249960880,1,5688148,False,,מודיעין-מכבים-רעות,נחל בזק,,5688-148-0,5688/148,827.44702320888,31.8966883877,35.0186801566,1998
1998-11-18,1998-11-18,"עמק דותן 66, מודיעין-מכבים-רעות",עמק דותן 66,5685-29-22,,,ראשונה,40.55,645000,,,1995.0,,1.0,8250942084,1,568529,False,,מודיעין-מכבים-רעות,עמק דותן,,5685-29-22,5685/29,15906.28853267571,31.8998362372,35.0137078601,1998
1998-11-17,1998-11-17,"נחל ברק 853, מודיעין-מכבים-רעות",נחל ברק 853,5326-1-4,,6.0,ראשונה,193.0,2042000,,,1995.0,,2.0,8250093180,1,53261,False,,מודיעין-מכבים-רעות,נחל ברק,,5326-1-4,5326/1,10580.310880829016,31.8873914703,35.0302357862,1998
1998-11-17,1998-11-17,"נהר הירדן 15, מודיעין-מכבים-רעות",נהר הירדן 15,5683-105-1,,,ראשונה ושניה,162.9,794000,,,1998.0,,3.0,8250038580,1,5683105,False,,מודיעין-מכבים-רעות,נהר הירדן,,5683-105-1,5683/105,4874.155923879681,31.8950787441,35.0107541333,1998
1998-11-15,1998-11-15,"לילך 47, מודיעין-מכבים-רעות",לילך 47,5293-24-1,,3.0,ראשונה,82.0,1300000,,,1993.0,,1.0,8251906236,1,529324,False,,מודיעין-מכבים-רעות,לילך,,5293-24-1,5293/24,15853.658536585366,31.8832995711,35.0238896194,1998
1998-11-15,1998-11-15,"פעמונית 117, מודיעין-מכבים-רעות",פעמונית 117,5310-60-1,,3.0,ראשונה,87.0,543000,,,1997.0,,,8250192300,1,531060,False,,מודיעין-מכבים-רעות,פעמונית,,5310-60-1,5310/60,6241.379310344828,31.8947093926,35.034699852,1998
1998-11-14,1998-11-14,"קשת 46, מודיעין-מכבים-רעות",קשת 46,5299-71-1,,7.0,ראשונה,170.0,1635000,,,1990.0,,,8250751572,1,529971,False,,מודיעין-מכבים-רעות,קשת,,5299-71-1,5299/71,9617.64705882353,31.8875078153,35.012272539,1998
1998-11-11,1998-11-11,"רא""ל דוד אלעזר 38, מודיעין-מכבים-רעות","רא""ל דוד אלעזר 38",5568-57-47,,4.0,שניה ושלישית,101.21,660000,,,1998.0,,2.0,8249482668,1,556857,False,,מודיעין-מכבים-רעות,"רא""ל דוד אלעזר",,5568-57-47,5568/57,6521.094753482857,31.9107578437,34.9997322602,1998
1998-11-03,1998-03-11,"דפנה 10, מודיעין-מכבים-רעות",דפנה 10,5652-35-7,,3.0,שניה,67.64,531000,,,1997.0,,2.0,8237279148,1,565235,False,,מודיעין-מכבים-רעות,דפנה,,5652-35-7,5652/35,7850.384387936132,31.9062710478,35.0094118497,1998
1998-10-29,1998-10-29,"נחל ארנון 25, מודיעין-מכבים-רעות",נחל ארנון 25,5682-40-10,,,שניה + שלישית,215.2,944000,,,1998.0,,2.0,8248659552,1,568240,False,,מודיעין-מכבים-רעות,נחל ארנון,,5682-40-10,5682/40,4386.617100371747,31.894289199,35.0047167149,1998
1998-10-29,1998-10-29,"נחל ארנון 25, מודיעין-מכבים-רעות",נחל ארנון 25,5682-40-9,,,ראשונה + שניה,215.2,939000,,,1998.0,,2.0,8248660224,1,568240,False,,מודיעין-מכבים-רעות,נחל ארנון,,5682-40-9,5682/40,4363.382899628253,31.894289199,35.0047167149,1998
1998-10-28,1998-10-28,"עמק האלה 51, מודיעין-מכבים-רעות",עמק האלה 51,5570-4-166,,4.0,,121.0,622000,,,1999.0,,3.0,8249221344,1,55704,False,,מודיעין-מכבים-רעות,עמק האלה,,5570-4-166,5570/4,5140.495867768595,31.9126718667,35.007027808,1998
1998-10-28,1998-10-28,"שוהם 8, מודיעין-מכבים-רעות",שוהם 8,5298-117-1,,4.0,ראשונה,123.0,324000,,,1991.0,,1.0,8248217964,1,5298117,False,,מודיעין-מכבים-רעות,שוהם,,5298-117-1,5298/117,2634.1463414634145,31.8849186701,35.0131631046,1998
1998-10-27,1998-10-27,"נהר הירדן 13, מודיעין-מכבים-רעות",נהר הירדן 13,5683-106-0,,,רביעית,797.0,550000,,,1998.0,,3.0,8248320612,1,5683106,False,,מודיעין-מכבים-רעות,נהר הירדן,,5683-106-0,5683/106,690.0878293601004,31.8948506871,35.0109537833,1998
